UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature difference [K],Mechanical power [kW],Torque_I_Alarm,Torque_MR,Torque_MR_Alarm,Torque_SPC_Alarm,Power_I_Alarm,Power_MR,Power_MR_Alarm,Power_SPC_Alarm,TempDiff_I_Alarm,TempDiff_MR,TempDiff_MR_Alarm,TempDiff_SPC_Alarm,SPC_Alarm_Count,SPC_Alarm_Count_Primary,RPM_I_Alarm,RPM_MR,RPM_MR_Alarm,RPM_SPC_Alarm,Mechanical_SPC_Alarm_Count,Mechanical_SPC_Any
122,L47301,L,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,9.800000000000011,6.721919193228914,0,3.5,0,0,0,0.01408480706359505,0,0,1,0.0,0,1,1,0,0,125.0,0,0,0,0
123,L47302,L,299.0,308.8,1310,50.7,112,0,0,0,0,0,0,9.800000000000011,6.955171975782443,0,9.5,0,0,0,0.23325278255352888,0,0,1,0.0,0,1,1,0,0,248.0,0,0,0,0
124,L47303,L,298.9,308.7,1546,43.4,114,0,0,0,0,0,0,9.800000000000011,7.02631857741074,0,7.300000000000004,0,0,0,0.07114660162829711,0,0,1,0.0,0,1,1,0,0,236.0,0,0,0,0
125,L47304,L,298.9,308.7,1727,29.4,116,0,0,0,0,0,0,9.800000000000011,5.317019902494581,0,14.0,0,0,0,1.7092986749161598,0,0,1,0.0,0,1,1,0,0,181.0,0,0,0,0
126,L47305,L,298.9,308.6,1560,32.2,118,0,0,0,0,0,0,9.700000000000044,5.26028273917075,0,2.8000000000000043,0,0,0,0.05673716332383094,0,0,0,0.09999999999996767,0,0,0,0,0,167.0,0,0,0,0
127,L47306,L,299.0,308.6,1329,60.5,120,0,0,0,0,0,0,9.600000000000025,8.419939550518684,0,28.299999999999997,0,0,0,3.1596568113479346,0,0,0,0.10000000000001918,0,0,0,0,0,231.0,0,0,0,0
128,L47307,L,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,9.700000000000044,6.880559150259685,0,14.0,0,0,0,1.5393804002589997,0,0,0,0.10000000000001918,0,0,0,0,0,84.0,0,0,0,0
129,L47308,L,299.0,308.6,1587,38.6,124,0,0,0,0,0,0,9.600000000000025,6.414943703071143,0,7.899999999999999,0,0,0,0.46561544718854186,0,0,0,0.10000000000001918,0,0,0,0,0,174.0,0,0,0,0
130,L47309,L,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,9.600000000000025,5.59975276934215,0,4.300000000000004,0,0,0,0.8151909337289931,0,0,0,0.0,0,0,0,0,0,28.0,0,0,0,0
131,L47310,L,298.8,308.4,1473,41.1,128,0,0,0,0,0,0,9.599999999999966,6.339765390870739,0,6.800000000000004,0,0,0,0.7400126215285896,0,0,0,5.861977570020827e-14,0,0,0,0,0,86.0,0,0,0,0
132,L47311,L,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,9.599999999999966,5.0385805456069175,0,13.400000000000002,0,0,0,1.3011848452638217,0,0,0,0.0,0,0,0,0,0,264.0,0,0,0,0
133,M14992,M,298.7,308.4,1441,43.2,132,0,0,0,0,0,0,9.699999999999989,6.518930419904965,0,15.500000000000004,0,0,0,1.4803498742980477,0,0,0,0.10000000000002274,0,0,0,0,0,296.0,0,0,0,0
134,M14993,M,298.7,308.4,1430,49.6,135,0,0,0,0,0,0,9.699999999999989,7.427562791127229,0,6.399999999999999,0,0,0,0.9086323712222635,0,0,0,0.0,0,0,0,0,0,11.0,0,0,0,0
135,L47314,L,298.8,308.4,1369,53.0,138,0,0,0,0,0,0,9.599999999999966,7.598151272217154,0,3.3999999999999986,0,0,0,0.17058848108992564,0,0,0,0.10000000000002274,0,0,0,0,0,61.0,0,0,0,0
136,M14995,M,298.8,308.5,1711,28.5,140,0,0,0,0,0,0,9.699999999999989,5.106501778777528,0,24.5,0,0,0,2.491649493439626,0,0,0,0.10000000000002274,0,0,0,0,0,342.0,0,0,0,0
137,H29550,H,298.7,308.5,1420,45.7,143,0,0,0,0,0,0,9.800000000000011,6.795683788735201,0,17.200000000000003,0,0,0,1.6891820099576726,0,0,1,0.10000000000002274,0,1,1,0,0,291.0,0,0,0,0
138,L47317,L,298.7,308.6,1297,55.3,148,0,0,0,0,0,0,9.900000000000034,7.510930188177989,0,9.599999999999994,0,0,0,0.7152463994427878,0,0,1,0.10000000000002274,0,1,1,0,0,123.0,0,0,0,0
139,H29552,H,298.8,308.6,1449,49.4,150,0,0,0,0,0,0,9.800000000000011,7.495902903318318,0,5.899999999999999,0,0,0,0.015027284859670864,0,0,1,0.10000000000002274,0,1,1,0,0,152.0,0,0,0,0
140,L47319,L,298.8,308.6,1268,55.8,155,0,0,0,0,0,0,9.800000000000011,7.409383441638455,0,6.399999999999999,0,0,0,0.08651946167986324,0,0,1,0.0,0,1,1,0,0,181.0,0,0,0,0
141,L47320,L,298.8,308.6,1511,36.1,157,0,0,0,0,0,0,9.800000000000011,5.7121589544875935,0,19.699999999999996,0,0,0,1.6972244871508613,0,0,1,0.0,0,1,1,0,0,243.0,0,0,0,0
142,L47321,L,298.7,308.5,1544,35.2,159,0,0,0,0,0,0,9.800000000000011,5.691393027047366,0,0.8999999999999986,0,0,0,0.02076592744022765,0,0,1,0.0,0,1,1,0,0,33.0,0,0,0,0
143,M15002,M,298.6,308.4,1778,28.2,161,0,0,0,0,0,0,9.799999999999956,5.250606633797694,0,7.0000000000000036,0,0,0,0.44078639324967206,0,0,1,5.5067062021407764e-14,0,1,1,0,0,234.0,0,0,0,0
144,H29557,H,298.6,308.4,1407,50.5,164,0,0,0,0,0,0,9.799999999999956,7.440705120394746,0,22.3,0,0,0,2.1900984865970523,0,0,1,0.0,0,1,1,0,0,371.0,0,0,0,0
145,M15004,M,298.6,308.4,1391,42.4,169,0,0,0,0,0,0,9.799999999999956,6.176203605349341,0,8.100000000000001,0,0,0,1.2645015150454046,0,0,1,0.0,0,1,1,0,0,16.0,0,0,0,0
146,L47325,L,298.5,308.4,1513,33.6,172,0,0,0,0,0,0,9.899999999999975,5.32361724706712,0,8.799999999999997,0,0,0,0.8525863582822213,0,0,1,0.10000000000001918,0,1,1,0,0,122.0,0,0,0,0
147,H29560,H,298.5,308.4,1612,36.1,174,0,0,0,0,0,0,9.899999999999975,6.093977653629385,0,2.5,0,0,0,0.7703604065622649,0,0,1,0.0,0,1,1,0,0,99.0,0,0,0,0
148,L47327,L,298.4,308.4,1515,40.1,179,0,0,0,0,0,0,10.0,6.36188220315201,0,4.0,0,0,0,0.2679045495226253,0,0,1,0.10000000000002451,0,1,1,0,0,97.0,0,0,0,0
149,M15008,M,298.3,308.3,1379,48.0,181,0,0,0,0,0,0,10.0,6.93161003088052,0,7.899999999999999,0,0,0,0.56972782772851,0,0,1,0.0,0,1,1,0,0,136.0,0,0,0,0
150,L47329,L,298.4,308.3,1473,39.9,184,0,0,0,0,0,0,9.900000000000034,6.1546627517212285,0,8.100000000000001,0,0,0,0.776947279159292,0,0,1,0.0999999999999659,0,1,1,0,0,94.0,0,0,0,0
151,L47330,L,298.4,308.3,1422,42.7,186,0,0,0,0,0,0,9.900000000000034,6.3585206990126695,0,2.8000000000000043,0,0,0,0.20385794729144102,0,0,1,0.0,0,1,1,0,0,51.0,0,0,0,0
152,M15011,M,298.4,308.2,1463,37.6,188,0,0,0,0,0,0,9.800000000000011,5.7605080654263405,0,5.100000000000001,0,0,0,0.598012633586329,0,0,1,0.10000000000002274,0,1,1,0,0,41.0,0,0,0,0
153,M15012,M,298.4,308.2,1584,41.0,191,0,0,0,0,0,0,9.800000000000011,6.800919776491183,0,3.3999999999999986,0,0,0,1.0404117110648423,0,0,1,0.0,0,1,1,0,0,121.0,0,0,0,0
154,L47333,L,298.4,308.2,1850,27.0,194,0,0,0,0,0,0,9.800000000000011,5.230751768227005,0,14.0,0,0,0,1.5701680082641776,0,0,1,0.0,0,1,1,0,0,266.0,0,0,0,0
155,L47334,L,298.4,308.2,1528,36.2,196,0,0,0,0,0,0,9.800000000000011,5.792426646786813,0,9.200000000000003,0,0,0,0.561674878559808,0,0,1,0.0,0,1,1,0,0,322.0,0,0,0,0
156,H29569,H,298.4,308.2,1987,19.8,198,0,0,0,0,0,0,9.800000000000011,4.119947437770726,0,16.400000000000002,0,0,0,1.6724792090160872,0,0,1,0.0,0,1,1,0,0,459.0,0,0,0,0
157,M15016,M,298.4,308.1,1495,46.0,203,0,0,0,0,0,0,9.700000000000044,7.201577559579002,0,26.2,0,0,0,3.081630121808276,0,0,0,0.09999999999996767,0,0,0,0,0,492.0,0,0,0,0
158,H29571,H,298.4,308.2,1478,43.5,206,0,0,0,0,0,0,9.800000000000011,6.732747215908286,0,2.5,0,0,0,0.4688303436707164,0,0,1,0.09999999999996767,0,1,1,0,0,17.0,0,0,0,0
159,M15018,M,298.4,308.2,1499,40.0,211,0,0,0,0,0,0,9.800000000000011,6.2789965169748,0,3.5,0,0,0,0.45375069893348563,0,0,1,0.0,0,1,1,0,0,21.0,0,0,0,0
160,L47339,L,298.4,308.2,1471,47.0,214,0,0,0,0,0,0,9.800000000000011,7.240009709707918,0,7.0,0,0,0,0.9610131927331178,0,0,1,0.0,0,1,1,0,0,28.0,0,0,0,0
161,L47340,L,298.4,308.2,1282,60.7,216,1,0,0,0,1,0,9.800000000000011,8.149019072048613,0,13.700000000000003,0,0,0,0.9090093623406954,0,0,1,0.0,0,1,1,0,0,189.0,0,0,0,0
162,L47341,L,298.3,308.1,1412,52.3,218,1,0,0,0,1,0,9.800000000000011,7.733302588174586,0,8.400000000000006,0,0,0,0.4157164838740277,0,0,1,0.0,0,1,1,0,0,130.0,0,0,0,0
163,L47342,L,298.3,308.1,1586,35.5,0,0,0,0,0,0,0,9.800000000000011,5.896036372502205,0,16.799999999999997,0,0,0,1.837266215672381,0,0,1,0.0,0,1,1,0,0,174.0,0,0,0,0
164,M15023,M,298.4,308.2,1468,43.8,2,0,0,0,0,0,0,9.800000000000011,6.733312702585931,0,8.299999999999997,0,0,0,0.8372763300837267,0,0,1,0.0,0,1,1,0,0,118.0,0,0,0,0
165,M15024,M,298.5,308.3,1440,43.6,5,0,0,0,0,0,0,9.800000000000011,6.57472510543272,0,0.19999999999999574,0,0,0,0.15858759715321114,0,0,1,0.0,0,1,1,0,0,28.0,0,0,0,0
166,L47345,L,298.5,308.4,1733,26.0,8,0,0,0,0,0,0,9.899999999999975,4.71846272618163,0,17.6,0,0,0,1.8562623792510902,0,0,1,0.09999999999996412,0,1,1,0,0,293.0,0,0,0,0
167,H29580,H,298.4,308.2,1612,32.6,10,0,0,0,0,0,0,9.800000000000011,5.5031487952442655,0,6.600000000000001,0,0,0,0.7846860690626354,0,0,1,0.09999999999996412,0,1,1,0,0,121.0,0,0,0,0
168,H29581,H,298.4,308.3,1458,42.9,15,0,0,0,0,0,0,9.900000000000034,6.550032187175503,0,10.299999999999997,0,0,0,1.046883391931238,0,0,1,0.10000000000002274,0,1,1,0,0,154.0,0,0,0,0
169,L47348,L,298.4,308.3,1433,62.3,20,1,0,0,1,0,0,9.900000000000034,9.348950386087234,0,19.4,0,0,0,2.79891819891173,0,0,1,0.0,0,1,1,0,0,25.0,0,0,0,0
170,L47349,L,298.4,308.3,1318,59.1,22,0,0,0,0,0,0,9.900000000000034,8.157019661339755,0,3.1999999999999957,0,0,0,1.191930724747479,0,0,1,0.0,0,1,1,0,0,115.0,0,0,0,0
171,M15030,M,298.4,308.2,1610,35.0,24,0,0,0,0,0,0,9.800000000000011,5.900958200992828,0,24.1,0,0,0,2.2560614603469267,0,0,1,0.10000000000002274,0,1,1,0,0,292.0,0,0,0,0
172,L47351,L,298.2,308.1,1462,50.8,27,0,0,0,0,0,0,9.900000000000034,7.777494324835084,0,15.799999999999997,0,0,0,1.8765361238422562,0,0,1,0.10000000000002274,0,1,1,0,0,148.0,0,0,0,0
173,M15032,M,298.1,308.0,1924,20.8,29,0,0,0,0,0,0,9.899999999999975,4.190800824084689,0,29.999999999999996,0,0,0,3.5866935007503953,0,0,1,5.861977570020827e-14,0,1,1,0,0,462.0,0,0,0,0
174,M15033,M,298.2,308.0,1591,33.7,32,0,0,0,0,0,0,9.800000000000011,5.614727694324263,0,12.900000000000002,0,0,0,1.4239268702395744,0,0,1,0.09999999999996412,0,1,1,0,0,333.0,0,0,0,0
175,L47354,L,298.2,308.1,1306,58.3,35,0,0,0,0,0,0,9.900000000000034,7.973341210859871,0,24.599999999999994,0,0,0,2.358613516535608,0,0,1,0.10000000000002274,0,1,1,0,0,285.0,0,0,0,0
176,L47355,L,298.2,308.1,1382,43.5,37,0,0,0,0,0,0,9.900000000000034,6.295437518528586,0,14.799999999999997,0,0,0,1.6779036923312853,0,0,1,0.0,0,1,1,0,0,76.0,0,0,0,0
177,L47356,L,298.2,308.1,1618,34.7,39,0,0,0,0,0,0,9.900000000000034,5.879448763291251,0,8.799999999999997,0,0,0,0.41598875523733536,0,0,1,0.0,0,1,1,0,0,236.0,0,0,0,0
178,L47357,L,298.2,308.2,1988,21.4,41,0,0,0,0,0,0,10.0,4.455113486006709,0,13.300000000000004,0,0,0,1.4243352772845412,0,0,1,0.0999999999999659,0,1,1,0,0,370.0,0,0,0,0
179,L47358,L,298.2,308.2,1436,50.2,43,0,0,0,0,0,0,10.0,7.548953931261939,0,28.800000000000004,0,0,0,3.0938404452552293,0,0,1,0.0,0,1,1,0,0,552.0,0,0,0,0
180,L47359,L,298.2,308.3,1304,49.8,45,0,0,0,0,0,0,10.100000000000025,6.80041712166661,0,0.4000000000000057,0,0,0,0.7485368095953291,0,0,1,0.10000000000002451,0,1,1,0,0,132.0,0,0,0,0
181,L47360,L,298.2,308.3,1475,49.9,47,0,0,0,0,0,0,10.100000000000025,7.707635776194757,0,0.10000000000000142,0,0,0,0.9072186545281475,0,0,1,0.0,0,1,1,0,0,171.0,0,0,0,0
182,H29595,H,298.2,308.3,1824,24.2,49,0,0,0,0,0,0,10.100000000000025,4.622413766785877,0,25.7,0,0,0,3.08522200940888,0,0,1,0.0,0,1,1,0,0,349.0,0,0,0,0
183,M15042,M,298.1,308.2,1342,48.1,54,0,0,0,0,0,0,10.099999999999966,6.759681136925063,0,23.900000000000002,0,0,0,2.1372673701391856,0,0,1,5.861977570020827e-14,0,1,1,0,0,482.0,0,0,0,0
184,L47363,L,298.1,308.2,1485,40.7,57,0,0,0,0,0,0,10.099999999999966,6.329209639554678,0,7.399999999999999,0,0,0,0.4304714973703847,0,0,1,0.0,0,1,1,0,0,143.0,0,0,0,0
185,L47364,L,298.2,308.2,1667,30.6,59,0,0,0,0,0,0,10.0,5.34177565260487,0,10.100000000000001,0,0,0,0.9874339869498083,0,0,1,0.0999999999999659,0,1,1,0,0,182.0,0,0,0,0
186,L47365,L,298.2,308.2,1446,38.2,61,0,0,0,0,0,0,10.0,5.784426057495671,0,7.600000000000001,0,0,0,0.4426504048908013,0,0,1,0.0,0,1,1,0,0,221.0,0,0,0,0
187,L47366,L,298.1,308.3,1301,56.0,63,0,0,0,0,0,0,10.199999999999989,7.629462478997931,0,17.799999999999997,0,0,0,1.84503642150226,0,0,1,0.19999999999998863,1,1,1,0,0,145.0,0,0,0,0
188,L47367,L,298.2,308.4,1379,43.1,65,0,0,0,0,0,0,10.199999999999989,6.224008173561467,0,12.899999999999999,0,0,0,1.4054543054364643,0,0,1,0.0,0,1,1,0,0,78.0,0,0,0,0
189,L47368,L,298.3,308.5,1606,33.6,67,0,0,0,0,0,0,10.199999999999989,5.650845537865033,0,9.5,0,0,0,0.5731626356964341,0,0,1,0.0,0,1,1,0,0,227.0,0,0,0,0
190,M15049,M,298.3,308.4,1539,43.4,69,0,0,0,0,0,0,10.099999999999966,6.994504715805388,0,9.799999999999997,0,0,0,1.3436591779403555,0,0,1,0.10000000000002274,0,1,1,0,0,67.0,0,0,0,0
191,L47370,L,298.2,308.4,1477,49.9,72,0,0,0,0,0,0,10.199999999999989,7.7180868077557,0,6.5,0,0,0,0.7235820919503118,0,0,1,0.10000000000002274,0,1,1,0,0,62.0,0,0,0,0
192,L47371,L,298.2,308.4,1666,34.6,74,0,0,0,0,0,0,10.199999999999989,6.0364236762156205,0,15.299999999999997,0,0,0,1.6816631315400796,0,0,1,0.0,0,1,1,0,0,189.0,0,0,0,0
193,H29606,H,298.2,308.4,1398,51.8,76,0,0,0,0,0,0,10.199999999999989,7.5834276746473295,0,17.199999999999996,0,0,0,1.547003998431709,0,0,1,0.0,0,1,1,0,0,268.0,0,0,0,0
194,H29607,H,298.2,308.4,1678,34.6,81,0,0,0,0,0,0,10.199999999999989,6.079903318541303,0,17.199999999999996,0,0,0,1.503524356106026,0,0,1,0.0,0,1,1,0,0,280.0,0,0,0,0
195,M15054,M,298.2,308.5,2678,10.7,86,1,0,0,1,0,0,10.300000000000011,3.0007026950518028,0,23.900000000000002,0,0,1,3.0792006234895006,0,1,1,0.10000000000002274,0,1,2,1,1,1000.0,1,1,2,1
196,L47375,L,298.3,308.5,1453,42.9,89,0,0,0,0,0,0,10.199999999999989,6.527569799702337,0,32.2,0,0,0,3.526867104650534,0,0,1,0.10000000000002274,0,1,1,0,0,1225.0,1,1,1,1
197,H29610,H,298.3,308.6,1432,49.5,91,0,0,0,0,0,0,10.300000000000011,7.422955121901964,0,6.600000000000001,0,0,0,0.8953853221996271,0,0,1,0.10000000000002274,0,1,1,0,0,21.0,0,0,0,0
198,M15057,M,298.4,308.6,1527,40.9,96,0,0,0,0,0,0,10.200000000000044,6.540199002169768,0,8.600000000000001,0,0,0,0.8827561197321963,0,0,1,0.09999999999996767,0,1,1,0,0,95.0,0,0,0,0
199,L47378,L,298.4,308.7,1588,35.0,99,0,0,0,0,0,0,10.300000000000011,5.8203239895506895,0,5.899999999999999,0,0,0,0.7198750126190783,0,0,1,0.09999999999996767,0,1,1,0,0,61.0,0,0,0,0
200,L47379,L,298.4,308.6,1433,47.1,101,0,0,0,0,0,0,10.200000000000044,7.067986567972853,0,12.100000000000001,0,0,0,1.2476625784221635,0,0,1,0.09999999999996767,0,1,1,0,0,155.0,0,0,0,0
201,L47380,L,298.4,308.6,1609,35.0,103,0,0,0,0,0,0,10.200000000000044,5.89729300956364,0,12.100000000000001,0,0,0,1.170693558409213,0,0,1,0.0,0,1,1,0,0,176.0,0,0,0,0
202,L47381,L,298.3,308.5,1575,41.2,105,0,0,0,0,0,0,10.199999999999989,6.795264909714724,0,6.200000000000003,0,0,0,0.8979719001510844,0,0,1,5.5067062021407764e-14,0,1,1,0,0,34.0,0,0,0,0
203,M15062,M,298.4,308.5,1636,35.7,107,0,0,0,0,0,0,10.100000000000025,6.116178241714754,0,5.5,0,0,0,0.6790866679999708,0,0,1,0.09999999999996412,0,1,1,0,0,61.0,0,0,0,0
204,L47383,L,298.4,308.5,1490,37.9,110,0,0,0,0,0,0,10.100000000000025,5.913629291362306,0,2.1999999999999957,0,0,0,0.20254895035244758,0,0,1,0.0,0,1,1,0,0,146.0,0,0,0,0
205,L47384,L,298.4,308.5,1741,32.8,112,0,0,0,0,0,0,10.100000000000025,5.980000672157146,0,5.100000000000001,0,0,0,0.06637138079484028,0,0,1,0.0,0,1,1,0,0,251.0,0,0,0,0
206,M15065,M,298.5,308.6,1344,53.0,114,0,0,0,0,0,0,10.100000000000025,7.459397596683605,0,20.200000000000003,0,0,0,1.4793969245264584,0,0,1,0.0,0,1,1,0,0,397.0,0,0,0,0
207,L47386,L,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,10.199999999999989,5.947841235359899,0,17.700000000000003,0,0,0,1.5115563613237057,0,0,1,0.09999999999996412,0,1,1,0,0,265.0,0,0,0,0
208,M15067,M,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,10.300000000000011,9.032571061919718,0,25.400000000000006,0,0,0,3.084729826559819,0,0,1,0.10000000000002274,0,1,1,0,0,188.0,0,0,0,0
209,L47388,L,298.4,308.6,1591,36.7,122,0,0,0,0,0,0,10.200000000000044,6.114555085510398,0,24.0,0,0,0,2.91801597640932,0,0,1,0.09999999999996767,0,1,1,0,0,170.0,0,0,0,0
210,L47389,L,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,10.200000000000044,6.805527445716448,0,7.299999999999997,0,0,0,0.6909723602060502,0,0,1,0.0,0,1,1,0,0,114.0,0,0,0,0
211,L47390,L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,10.300000000000011,5.757523552405431,0,7.899999999999999,0,0,0,1.0480038933110176,0,0,1,0.09999999999996767,0,1,1,0,0,46.0,0,0,0,0
212,L47391,L,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,10.199999999999989,5.591249525226433,0,2.200000000000003,0,0,0,0.1662740271789973,0,0,1,0.10000000000002274,0,1,1,0,0,52.0,0,0,0,0
213,H29626,H,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,10.300000000000011,7.445323261595522,0,19.0,0,0,0,1.854073736369089,0,0,1,0.10000000000002274,0,1,1,0,0,231.0,0,0,0,0
214,L47393,L,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,10.300000000000011,6.516856968753594,0,8.0,0,0,0,0.9284662928419278,0,0,1,0.0,0,1,1,0,0,42.0,0,0,0,0
215,M15074,M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,10.300000000000011,6.173428531838671,0,7.799999999999997,0,0,0,0.3434284369149232,0,0,1,0.0,0,1,1,0,0,203.0,0,0,0,0
216,L47395,L,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,10.300000000000011,6.532879091286903,0,3.1999999999999957,0,0,0,0.35945055944823157,0,0,1,0.0,0,1,1,0,0,41.0,0,0,0,0
217,L47396,L,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,10.300000000000011,6.01213916500337,0,2.0,0,0,0,0.5207399262835324,0,0,1,0.0,0,1,1,0,0,49.0,0,0,0,0
218,L47397,L,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,10.199999999999989,5.506416051603998,0,6.699999999999996,0,0,0,0.5057231133993723,0,0,1,0.10000000000002274,0,1,1,0,0,165.0,0,0,0,0
219,L47398,L,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,10.300000000000011,5.773273403575428,0,6.5,0,0,0,0.2668573519714297,0,0,1,0.10000000000002274,0,1,1,0,0,217.0,0,0,0,0
220,M15079,M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,10.199999999999989,6.937767552481556,0,8.100000000000001,0,0,0,1.1644941489061278,0,0,1,0.10000000000002274,0,1,1,0,0,13.0,0,0,0,0
221,L47400,L,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,10.199999999999989,7.8145232302453955,0,6.5,0,0,0,0.8767556777638399,0,0,1,0.0,0,1,1,0,0,18.0,0,0,0,0
222,H29635,H,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,10.100000000000025,4.649148720267927,0,28.400000000000002,0,0,0,3.165374509977468,0,0,1,0.09999999999996412,0,1,1,0,0,411.0,0,0,0,0
223,L47402,L,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,10.200000000000044,6.144955230421635,0,20.7,0,0,0,1.4958065101537077,0,0,1,0.10000000000001918,0,1,1,0,0,523.0,0,0,0,0
224,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,10.200000000000044,5.652102174926468,0,10.600000000000001,0,0,0,0.4928530554951669,0,0,1,0.0,0,1,1,0,0,265.0,0,0,0,0
225,L47404,L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,10.300000000000011,4.8601694988095545,0,5.099999999999998,0,0,0,0.7919326761169136,0,0,1,0.09999999999996767,0,1,1,0,0,15.0,0,0,0,0
226,L47405,L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,10.199999999999989,7.673402888246141,0,24.499999999999996,0,0,0,2.8132333894365864,0,0,1,0.10000000000002274,0,1,1,0,0,222.0,0,0,0,0
227,L47406,L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,10.099999999999966,6.84728968405817,0,4.599999999999994,0,0,0,0.8261132041879709,0,0,1,0.10000000000002274,0,1,1,0,0,33.0,0,0,0,0
228,L47407,L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,10.199999999999989,5.818009682962545,0,13.100000000000001,0,0,0,1.029280001095625,0,0,1,0.10000000000002274,0,1,1,0,0,210.0,0,0,0,0
229,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,10.199999999999989,6.328832648436246,0,1.0,0,0,0,0.5108229654737011,0,0,1,0.0,0,1,1,0,0,90.0,0,0,0,0
230,L47409,L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,10.199999999999989,5.186099264643983,0,4.899999999999999,0,0,0,1.1427333837922635,0,0,1,0.0,0,1,1,0,0,91.0,0,0,0,0
231,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,10.300000000000011,5.721468540717731,0,2.5999999999999943,0,0,0,0.5353692760737481,0,0,1,0.10000000000002274,0,1,1,0,0,32.0,0,0,0,0
232,L47411,L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,10.099999999999966,6.35489739548553,0,8.300000000000004,0,0,0,0.6334288547677991,0,0,1,0.20000000000004547,1,1,1,0,0,162.0,0,0,0,0
233,L47412,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,10.199999999999989,7.098156329422826,0,4.5,0,0,0,0.7432589339372964,0,0,1,0.10000000000002274,0,1,1,0,0,16.0,0,0,0,0
234,L47413,L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,10.199999999999989,5.525935813958303,0,12.700000000000003,0,0,0,1.5722205154645232,0,0,1,0.0,0,1,1,0,0,88.0,0,0,0,0
235,L47414,L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,10.199999999999989,6.639881737068171,0,8.0,0,0,0,1.1139459231098678,0,0,1,0.0,0,1,1,0,0,34.0,0,0,0,0
236,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,10.199999999999989,5.9288136558546585,0,9.199999999999996,0,0,0,0.7110680812135124,0,0,1,0.0,0,1,1,0,0,202.0,0,0,0,0
237,L47416,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,10.199999999999989,6.058718512080596,0,5.0,0,0,0,0.12990485622593795,0,0,1,0.0,0,1,1,0,0,185.0,0,0,0,0
238,M15097,M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,10.100000000000025,5.948417194013059,0,2.1000000000000014,0,0,0,0.1103013180675374,0,0,1,0.09999999999996412,0,1,1,0,0,57.0,0,0,0,0
239,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,10.200000000000044,7.337493329748809,0,13.699999999999996,0,0,0,1.38907613573575,0,0,1,0.10000000000001918,0,1,1,0,0,159.0,0,0,0,0
240,L47419,L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,10.199999999999989,5.16232788023182,0,19.699999999999996,0,0,0,2.1751654495169888,0,0,1,5.5067062021407764e-14,0,1,1,0,0,218.0,0,0,0,0
241,M15100,M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,10.100000000000025,7.235339208629581,0,21.0,0,0,0,2.0730113283977607,0,0,1,0.09999999999996412,0,1,1,0,0,272.0,0,0,0,0
242,L47421,L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,10.100000000000025,4.521914217797541,0,27.3,0,0,0,2.7134249908320403,0,0,1,0.0,0,1,1,0,0,438.0,0,0,0,0
243,L47422,L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,10.199999999999989,8.30033911819652,0,34.5,0,0,0,3.7784249003989796,0,0,1,0.09999999999996412,0,1,1,0,0,429.0,0,0,0,0
