UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature difference [K],Mechanical power [kW]
263,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,10.099999999999966,4.872065662991147
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,10.100000000000023,5.367945119409271
265,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,10.099999999999966,6.914121831775536
266,L47445,L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,10.100000000000023,5.648939638321855
267,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,10.100000000000023,6.589804750169951
268,L47447,L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,10.100000000000023,4.3175326717305005
269,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,10.100000000000023,4.674689868541612
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,10.0,5.904937551687375
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,10.0,6.303291500162562
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,10.0,6.203765844896835
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,10.0,6.278326310542034
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,9.899999999999977,6.869197056829202
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,9.899999999999977,4.930415510543821
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,10.0,8.025167017668592
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,9.899999999999977,4.874704600820162
278,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,10.0,7.852442253574224
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,10.0,4.987592496839155
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,10.100000000000023,4.45735448876627
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,10.0,6.663024802949617
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,9.899999999999977,6.215012746596688
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,10.0,7.248910888893088
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,10.0,6.614832771643549
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,10.100000000000023,4.123780180808105
286,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,10.100000000000023,5.911220736994554
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,10.100000000000023,5.524469737386627
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,10.100000000000023,5.973005392515155
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,10.199999999999989,6.120555527478755
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,10.299999999999955,7.022632442030529
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,10.299999999999955,6.866767558510427
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,10.300000000000011,6.571143689807627
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,10.299999999999955,5.619995098006781
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,10.399999999999977,6.530491480870174
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,10.399999999999977,7.341818255635252
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,10.5,5.516762363409819
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,10.5,6.749083497706952
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,10.5,4.538438995155423
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,10.600000000000023,4.16913430675043
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,10.5,5.841812483301244
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,10.599999999999966,6.505463459396575
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,10.699999999999989,4.937955332912437
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,10.599999999999966,5.557603067906487
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,10.599999999999966,6.73730252525599
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,10.599999999999966,5.002200902678348
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,10.599999999999966,4.280608486075308
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,10.599999999999966,6.77698084047083
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,10.599999999999966,6.051901256022306
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,10.600000000000023,6.4503180363505646
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,10.600000000000023,6.190948146870189
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,10.600000000000023,6.679738075866714
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,10.600000000000023,6.710159164728975
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,10.700000000000045,5.53422961856378
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,10.600000000000023,6.984849554383354
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,10.600000000000023,7.215191127744559
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,10.5,6.998169907234576
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,10.599999999999966,5.959056721133216
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,10.599999999999966,5.0112591614961985
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,10.599999999999966,6.3176171626629305
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,10.599999999999966,5.418744672617819
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,10.599999999999966,6.200456700635056
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,10.599999999999966,5.166349118828414
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,10.699999999999989,6.065368216530693
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,10.699999999999989,7.568546997444825
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,10.699999999999989,6.528983516396451
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,10.699999999999989,4.9461444177627945
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,10.800000000000011,6.507432190792825
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,10.800000000000011,8.152338688285905
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,10.799999999999955,5.5998051292197095
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,10.800000000000011,5.385527566293862
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,10.799999999999955,6.1340853198402145
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,10.799999999999955,7.560022809378086
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,10.699999999999989,6.474571131636277
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,10.699999999999989,5.398418568149093
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,10.600000000000023,6.891732748130953
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,10.700000000000045,4.743710659140979
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,10.599999999999966,4.282776185006285
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,10.699999999999989,5.05308423169099
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,10.699999999999989,6.252460531027478
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,10.699999999999989,5.776195084743265
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,10.700000000000045,6.081662610427313
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,10.800000000000011,5.22321194585839
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,10.800000000000011,7.1629883298174075
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,10.800000000000011,7.0640595771558665
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,10.699999999999989,3.537684655354395
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,10.800000000000011,5.460768710347339
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,10.800000000000011,6.905932746925179
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,10.800000000000011,6.5968419177139905
349,L47528,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,10.699999999999989,5.367819455703128
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,10.699999999999989,5.729060722963905
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,10.699999999999989,6.494719212521298
352,M15211,M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,10.799999999999955,5.229809290430929
353,M15212,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,10.799999999999955,7.259382864405055
354,H29767,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,10.800000000000011,5.259026102109313
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,10.699999999999989,5.955349641801979
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,10.699999999999989,6.271529998434769
357,M15216,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,10.799999999999955,7.1588728434412054
358,L47537,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,10.799999999999955,5.4330075032651175
359,M15218,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,10.699999999999989,5.637996423911852
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,10.699999999999989,5.677716627028738
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,10.800000000000011,6.084448155913496
362,L47541,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,10.800000000000011,6.150484433491952
363,H29776,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,10.699999999999989,5.306778310443877
364,L47543,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,10.699999999999989,7.1980589758069815
365,L47544,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,10.799999999999955,8.133206389025544
366,L47545,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,10.799999999999955,8.146935148921731
367,M15226,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,10.899999999999977,6.647274951779619
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,10.799999999999955,6.292892828479178
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,10.899999999999977,6.159144757240349
370,H29783,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,10.899999999999977,5.999468074633892
371,M15230,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,10.800000000000011,6.31862247231208
372,L47551,L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,10.899999999999977,6.399675562774696
373,M15232,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,10.900000000000034,7.606685932259407
374,L47553,L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,10.900000000000034,6.210300357616304
375,L47554,L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,10.900000000000034,6.443720691778025
376,L47555,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,10.800000000000011,6.004023383981597
377,M15236,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,10.800000000000011,7.614372362285189
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,10.800000000000011,8.037618196552318
379,L47558,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,10.899999999999977,5.400146444108567
380,L47559,L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,10.899999999999977,4.922582472860872
381,L47560,L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,10.800000000000011,3.436818587223138
382,L47561,L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,11.0,6.540628353165757
383,L47562,L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,11.0,6.710441908067799
384,M15243,M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,11.100000000000023,5.208132301121159
385,L47564,L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,11.0,4.804709916498182
386,M15245,M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,11.0,6.722547511759631
387,L47566,L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,11.099999999999966,7.030580671444111
388,L47567,L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,11.0,7.900016438325085
389,L47568,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,11.099999999999966,7.34410114629686
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,11.099999999999966,8.080008753424757
391,L47570,L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,11.099999999999966,7.140002343568644
392,L47571,L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,11.0,5.948825601058024
393,M15252,M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,10.899999999999977,6.771807684567919
394,M15253,M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,10.899999999999977,7.379601143282425
395,L47574,L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,10.899999999999977,6.384470254331321
396,L47575,L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,10.900000000000034,6.202205520545554
397,L47576,L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,10.900000000000034,6.6469817364652855
398,M15257,M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,10.900000000000034,5.368835237327789
399,H29812,H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,10.900000000000034,6.857803547472184
400,L47579,L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,11.0,7.244763986590351
401,L47580,L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,11.100000000000023,3.7165041091967246
402,L47581,L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,11.0,5.481953516808046
403,L47582,L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,11.200000000000045,5.675747895632488
404,L47583,L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,11.300000000000011,7.971833246386147
405,L47584,L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,11.300000000000011,6.234207877710122
406,L47585,L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,11.199999999999989,8.143008158104744
407,L47586,L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,11.200000000000045,7.820900663332182
408,M15267,M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,11.100000000000023,7.053922704860281
409,M15268,M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,11.200000000000045,6.667464920566689
410,L47589,L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,11.200000000000045,6.310066868318802
411,M15270,M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,11.100000000000023,6.921221831172648
412,L47591,L,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,11.199999999999989,6.629252681923525
413,L47592,L,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,11.100000000000023,7.00591916911343
414,L47593,L,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,11.0,5.682984030711256
415,L47594,L,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,11.0,5.40458656172564
416,L47595,L,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,10.899999999999977,6.772310339392493
417,L47596,L,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,11.100000000000023,5.917818081567093
418,L47597,L,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,11.0,7.313564865703967
419,L47598,L,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,11.0,3.98696382074427
420,M15279,M,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,11.0,6.004442263002076
421,M15280,M,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,11.0,5.395119895862824
422,M15281,M,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,11.0,5.39649172465489
423,L47602,L,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,11.0,7.705447133312758
424,L47603,L,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,11.0,6.822240718633546
425,L47604,L,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,11.099999999999966,6.8435407168248865
426,M15285,M,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,11.099999999999966,5.0389575367253485
427,L47606,L,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,11.100000000000023,7.0575774243139575
428,M15287,M,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,11.0,6.611083804410265
429,M15288,M,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,11.0,6.163333547445135
430,L47609,L,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,11.100000000000023,7.881041218697402
431,L47610,L,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,11.100000000000023,6.200624252243247
432,L47611,L,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,11.0,6.344697691336873
433,M15292,M,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,10.899999999999977,6.094710691915223
434,M15293,M,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,10.899999999999977,4.586473946828811
435,M15294,M,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,11.0,6.946564011911608
436,L47615,L,297.4,308.3,1493,41.2,43,0,0,0,0,0,0,10.900000000000034,6.441479689018466
437,L47616,L,297.3,308.3,1504,36.3,45,0,0,0,0,0,0,11.0,5.71719597470885
438,L47617,L,297.3,308.3,1538,38.5,47,0,0,0,0,0,0,11.0,6.200770859900413
439,L47618,L,297.4,308.4,1341,52.2,49,0,0,0,0,0,0,11.0,7.330403802327209
440,M15299,M,297.4,308.3,1535,34.6,51,0,0,0,0,0,0,10.900000000000034,5.561770914160251
441,L47620,L,297.4,308.5,1389,39.2,54,0,0,0,0,0,0,11.100000000000023,5.701865002559331
442,H29855,H,297.5,308.5,1393,46.6,56,0,0,0,0,0,0,11.0,6.797757239886571
443,L47622,L,297.4,308.5,1399,61.5,61,1,0,0,1,0,0,11.100000000000023,9.009930650862847
444,H29857,H,297.4,308.5,1469,45.1,63,0,0,0,0,0,0,11.100000000000023,6.937882744212186
445,L47624,L,297.4,308.4,1582,37.2,68,0,0,0,0,0,0,11.0,6.162799476694025
446,L47625,L,297.5,308.6,1793,26.7,70,0,0,0,0,0,0,11.100000000000023,5.013259308818984
447,L47626,L,297.5,308.6,1452,39.0,72,0,0,0,0,0,0,11.100000000000023,5.930070292916094
448,M15307,M,297.6,308.7,1376,59.9,74,0,0,0,0,0,0,11.099999999999966,8.631253544374646
449,L47628,L,297.5,308.6,1552,44.9,77,0,0,0,0,0,0,11.100000000000023,7.297375191562466
450,L47629,L,297.6,308.7,1622,37.9,79,0,0,0,0,0,0,11.099999999999966,6.437521282274941
451,M15310,M,297.6,308.7,1419,41.7,81,0,0,0,0,0,0,11.099999999999966,6.196508765867044
452,H29865,H,297.5,308.6,1440,46.1,84,0,0,0,0,0,0,11.100000000000023,6.951716223863494
453,M15312,M,297.4,308.6,1643,31.0,89,0,0,0,0,0,0,11.200000000000045,5.333691287509631
454,L47633,L,297.4,308.7,1510,36.2,92,0,0,0,0,0,0,11.300000000000011,5.724191254350843
455,L47634,L,297.4,308.7,1468,46.6,94,0,0,0,0,0,0,11.300000000000011,7.163752784029781
456,L47635,L,297.4,308.7,1429,57.4,96,0,0,0,0,0,0,11.300000000000011,8.589596025788046
457,H29870,H,297.3,308.7,1478,47.6,98,0,0,0,0,0,0,11.399999999999977,7.367327987982399
458,L47637,L,297.4,308.6,1276,53.6,103,0,0,0,0,0,0,11.200000000000045,7.162161043751964
459,L47638,L,297.3,308.6,1486,42.6,105,0,0,0,0,0,0,11.300000000000011,6.629137490192895
460,L47639,L,297.4,308.6,1476,42.3,107,0,0,0,0,0,0,11.200000000000045,6.538156966944934
461,H29874,H,297.3,308.6,1431,42.0,109,0,0,0,0,0,0,11.300000000000011,6.293866722201792
462,L47641,L,297.4,308.7,1402,40.2,114,0,0,0,0,0,0,11.300000000000011,5.902047286446073
463,L47642,L,297.4,308.7,1433,43.4,116,0,0,0,0,0,0,11.300000000000011,6.512751954352904
464,L47643,L,297.4,308.7,2874,4.2,118,1,0,0,1,0,0,11.300000000000011,1.264051220098389
465,L47644,L,297.3,308.6,1511,35.7,120,0,0,0,0,0,0,11.300000000000011,5.648866334493272
466,M15325,M,297.3,308.6,1456,42.9,122,0,0,0,0,0,0,11.300000000000011,6.541047232186236
467,L47646,L,297.2,308.5,1550,41.5,125,0,0,0,0,0,0,11.300000000000011,6.736098248072115
468,L47647,L,297.2,308.5,2182,16.5,127,0,0,0,0,0,0,11.300000000000011,3.770225343573111
469,L47648,L,297.3,308.7,1619,31.6,129,0,0,0,0,0,0,11.399999999999977,5.357504559823842
470,M15329,M,297.3,308.8,1586,32.7,131,0,0,0,0,0,0,11.5,5.430996883966819
471,H29884,H,297.3,308.8,1499,44.2,134,0,0,0,0,0,0,11.5,6.938291151257156
472,H29885,H,297.3,308.8,1419,42.4,139,0,0,0,0,0,0,11.5,6.3005268986274015
473,M15332,M,297.4,309.0,1497,41.8,144,0,0,0,0,0,0,11.600000000000023,6.552796788710663
474,M15333,M,297.4,309.0,1520,37.0,147,0,0,0,0,0,0,11.600000000000023,5.889439027929666
475,L47654,L,297.4,309.1,1478,49.8,150,0,0,0,0,0,0,11.700000000000045,7.707834743729486
476,L47655,L,297.4,309.1,1380,41.1,152,0,0,0,0,0,0,11.700000000000045,5.939495070876863
477,L47656,L,297.4,309.0,1570,37.9,154,0,0,0,0,0,0,11.600000000000023,6.231139588885115
478,H29891,H,297.4,309.0,1468,41.4,156,0,0,0,0,0,0,11.600000000000023,6.364364061348346
479,L47658,L,297.4,309.0,1833,22.6,161,0,0,0,0,0,0,11.600000000000023,4.338099631636002
480,M15339,M,297.4,308.9,1323,57.3,163,0,0,0,0,0,0,11.5,7.938584724135655
481,L47660,L,297.4,309.0,1583,32.0,166,0,0,0,0,0,0,11.600000000000023,5.304683915341486
482,M15341,M,297.3,309.0,1556,39.5,168,0,0,0,0,0,0,11.699999999999989,6.436285589164529
483,L47662,L,297.3,309.0,1548,37.4,171,0,0,0,0,0,0,11.699999999999989,6.062771166603726
484,L47663,L,297.4,309.0,1324,56.9,173,0,0,0,0,0,0,11.600000000000023,7.889125583792641
485,L47664,L,297.4,309.0,1568,33.7,175,0,0,0,0,0,0,11.600000000000023,5.533559412131014
486,M15345,M,297.4,309.0,1685,30.7,177,0,0,0,0,0,0,11.600000000000023,5.41710057246244
487,M15346,M,297.4,309.1,1582,35.9,180,0,0,0,0,0,0,11.700000000000045,5.947432828314933
488,M15347,M,297.4,309.1,1463,35.0,183,0,0,0,0,0,0,11.700000000000045,5.362175060902178
489,L47668,L,297.4,309.2,1584,42.8,186,0,0,0,0,0,0,11.800000000000011,7.099496742288358
490,M15349,M,297.5,309.2,1347,55.8,188,0,0,0,0,0,0,11.699999999999989,7.871009066156939
491,L47670,L,297.4,309.2,1459,37.9,191,0,0,0,0,0,0,11.800000000000011,5.790594051072217
492,L47671,L,297.4,309.2,1420,45.6,193,0,0,0,0,0,0,11.800000000000011,6.78081358350821
493,L47672,L,297.5,309.3,1404,43.5,195,0,0,0,0,0,0,11.800000000000011,6.395654324178101
494,L47673,L,297.5,309.3,1470,38.8,197,0,0,0,0,0,0,11.800000000000011,5.972795953004914
495,L47674,L,297.6,309.4,1326,49.8,199,0,0,0,0,0,0,11.799999999999955,6.9151480853757095
496,H29909,H,297.5,309.3,1459,49.7,201,0,0,0,0,0,0,11.800000000000011,7.593470299163306
497,M15356,M,297.5,309.2,1530,40.0,206,0,0,0,0,0,0,11.699999999999989,6.408849013323178
498,L47677,L,297.4,309.0,1505,39.2,209,0,0,0,0,0,0,11.600000000000023,6.178046673039449
499,L47678,L,297.5,309.1,1611,30.2,211,0,0,0,0,0,0,11.600000000000023,5.094846470032711
500,L47679,L,297.5,309.1,1515,35.1,213,0,0,0,0,0,0,11.600000000000023,5.568630058120588
501,M15360,M,297.5,309.2,1804,27.4,215,0,0,0,0,0,0,11.699999999999989,5.176255607662735
502,M15361,M,297.6,309.3,1464,46.2,218,0,0,0,0,0,0,11.699999999999989,7.082909133077404
503,L47682,L,297.6,309.2,1390,43.3,221,0,0,0,0,0,0,11.599999999999966,6.302767901386962
504,M15363,M,297.6,309.2,1442,48.1,0,0,0,0,0,0,0,11.599999999999966,7.263383159050627
505,M15364,M,297.6,309.3,1529,41.9,3,0,0,0,0,0,0,11.699999999999989,6.708881583716515
506,L47685,L,297.6,309.3,1610,35.0,6,0,0,0,0,0,0,11.699999999999989,5.900958200992828
507,L47686,L,297.6,309.3,1543,34.3,8,0,0,0,0,0,0,11.699999999999989,5.542282567732481
508,H29921,H,297.8,309.4,1445,48.2,10,0,0,0,0,0,0,11.599999999999966,7.293626224329184
509,L47688,L,297.7,309.3,1893,24.6,15,0,0,0,0,0,0,11.600000000000023,4.876568612461293
510,M15369,M,297.6,309.3,1415,41.3,17,0,0,0,0,0,0,11.699999999999989,6.119770129315356
511,L47690,L,297.5,309.3,1564,37.5,20,0,0,0,0,0,0,11.800000000000011,6.1418136377680455
512,L47691,L,297.5,309.3,1479,39.4,22,0,0,0,0,0,0,11.800000000000011,6.102292402185887
513,L47692,L,297.5,309.2,1426,44.8,24,0,0,0,0,0,0,11.699999999999989,6.690000611868441
514,L47693,L,297.4,309.2,1428,38.8,26,0,0,0,0,0,0,11.800000000000011,5.802144640061917
515,L47694,L,297.4,309.2,1620,33.2,28,0,0,0,0,0,0,11.800000000000011,5.632247309355781
516,L47695,L,297.5,309.2,1715,28.0,30,0,0,0,0,0,0,11.699999999999989,5.028642640846063
517,L47696,L,297.5,309.3,1732,29.9,32,0,0,0,0,0,0,11.800000000000011,5.423101014430796
518,M15377,M,297.5,309.4,1391,58.2,34,0,0,0,0,0,0,11.899999999999977,8.477713439418201
519,L47698,L,297.6,309.5,1924,20.6,37,0,0,0,0,0,0,11.899999999999977,4.150504662314644
520,M15379,M,297.7,309.5,2027,19.8,39,0,0,0,0,0,0,11.800000000000011,4.202885483825497
521,L47700,L,297.6,309.5,1617,36.2,42,0,0,0,0,0,0,11.899999999999977,6.129812753831332
522,L47701,L,297.5,309.4,1497,35.8,44,0,0,0,0,0,0,11.899999999999977,5.612203948225879
523,M15382,M,297.5,309.5,1448,43.7,46,0,0,0,0,0,0,12.0,6.626414776559785
524,L47703,L,297.4,309.4,1401,45.9,49,0,0,0,0,0,0,12.0,6.734098100749329
525,L47704,L,297.4,309.4,1620,35.4,51,0,0,0,0,0,0,12.0,6.005468516602249
526,L47705,L,297.4,309.4,1466,45.5,53,0,0,0,0,0,0,12.0,6.985121825746665
527,L47706,L,297.6,309.5,1373,50.6,55,0,0,0,0,0,0,11.899999999999977,7.275279323232219
